Thaps_35133_SIT3	Skcos2733	57.92	442	179	5	1	437	74	1393	1e-168	 490
Thaps_35133_SIT3	Skcos14253	56.93	397	164	5	1	392	101	1285	3e-146	 428
Thaps_35133_SIT3	Skcos3999	60.45	220	83	2	222	437	971	312	7e-83	 262
Thaps_35133_SIT3	Skcos17175	57.62	210	86	3	32	240	37	660	5e-77	 243
Thaps_35133_SIT3	Skcos5041	64.62	65	21	1	365	429	3	191	4e-18	80.5
Thaps_35133_SIT3	Skcos23425	65.52	29	10	0	409	437	474	388	9e-07	49.7
Thaps_41392_SIT2	Skcos2733	75.38	463	112	2	1	462	152	1537	0.0	 724
Thaps_41392_SIT2	Skcos14253	77.24	369	83	1	1	368	179	1285	0.0	 584
Thaps_41392_SIT2	Skcos3999	72.56	277	75	1	195	470	971	141	2e-139	 409
Thaps_41392_SIT2	Skcos17175	76.53	213	50	0	1	213	22	660	2e-114	 340
Thaps_41392_SIT2	Skcos17175	22.51	191	130	6	211	395	1	537	0.007	38.9
Thaps_41392_SIT2	Skcos23425	71.05	76	21	1	385	460	474	250	5e-32	 121
Thaps_41392_SIT2	Skcos5041	79.37	63	13	0	341	403	3	191	7e-26	 102
Thaps_41392_SIT2	Skcos2790	54.84	62	27	1	414	475	356	174	1e-15	75.5
Thaps_41392_SIT2	Skcos26581	65.71	35	11	1	423	457	225	124	6e-08	52.0
Thaps_41392_SIT2	Skcos21067	68.97	29	9	0	1	29	177	263	4e-07	50.1
Thaps_268895_SIT1	Skcos2733	75.91	465	109	2	1	464	152	1540	0.0	 731
Thaps_268895_SIT1	Skcos14253	77.30	370	83	1	1	369	179	1288	0.0	 587
Thaps_268895_SIT1	Skcos3999	75.28	271	64	2	195	464	971	165	1e-140	 411
Thaps_268895_SIT1	Skcos17175	77.00	213	49	0	1	213	22	660	2e-115	 342
Thaps_268895_SIT1	Skcos23425	71.25	80	21	1	385	464	474	241	9e-32	 121
Thaps_268895_SIT1	Skcos5041	82.54	63	11	0	341	403	3	191	1e-26	 103
Thaps_268895_SIT1	Skcos2790	64.44	45	14	1	414	458	356	228	8e-12	64.3
Thaps_268895_SIT1	Skcos26581	75.86	29	7	0	430	458	210	124	5e-08	52.4
Thaps_268895_SIT1	Skcos21067	65.52	29	10	0	1	29	177	263	7e-07	49.3
Thaps_35133_SIT3	Throt8048	55.78	441	189	4	1	437	104	1420	2e-162	 474
Thaps_35133_SIT3	Throt1770	55.78	441	189	4	1	437	115	1431	6e-162	 477
Thaps_35133_SIT3	Throt3982	56.46	441	186	4	1	437	146	1462	2e-161	 476
Thaps_35133_SIT3	Throt1094	58.12	394	160	3	47	437	441	1616	7e-157	 465
Thaps_35133_SIT3	Throt1095	57.75	355	145	3	47	398	1068	10	1e-139	 416
Thaps_41392_SIT2	Throt3982	79.87	462	90	2	1	460	224	1606	0.0	 771
Thaps_41392_SIT2	Throt1770	79.87	462	90	2	1	460	193	1575	0.0	 770
Thaps_41392_SIT2	Throt8048	79.00	462	93	2	1	460	182	1561	0.0	 762
Thaps_41392_SIT2	Throt1094	80.05	441	85	2	22	460	441	1760	0.0	 733
Thaps_41392_SIT2	Throt1095	83.43	356	59	0	22	377	1068	1	0.0	 617
Thaps_41392_SIT2	Throt20362	66.67	33	9	1	428	460	5	97	2e-06	47.8
Thaps_268895_SIT1	Throt1770	82.37	465	81	1	1	465	193	1584	0.0	 797
Thaps_268895_SIT1	Throt3982	81.51	465	86	0	1	465	224	1618	0.0	 796
Thaps_268895_SIT1	Throt3982	43.40	53	23	1	412	464	1611	1748	2e-04	45.1
Thaps_268895_SIT1	Throt8048	81.26	459	85	1	1	459	182	1555	0.0	 781
Thaps_268895_SIT1	Throt1094	81.98	444	80	0	22	465	441	1772	0.0	 757
Thaps_268895_SIT1	Throt1095	84.55	356	55	0	22	377	1068	1	0.0	 625
Thaps_268895_SIT1	Throt20362	88.00	25	3	0	430	454	5	79	8e-07	48.9
