Thaps_264305	Throt18821	78.93	318	66	1	1	318	724	1674	7e-165	 488
Thaps_264305	Throt13074	75.79	318	76	1	1	318	1152	2102	3e-163	 489
Thaps_264305	Throt13075	74.40	250	63	1	1	250	624	1370	1e-127	 378
Thaps_264305	Throt15958	24.76	311	220	3	2	301	410	1333	2e-11	65.5
Thaps_264305	Throt15958	31.13	151	94	5	6	155	953	1378	1e-10	62.8
Thaps_24250	Throt1879	82.71	694	115	2	11	701	301	2376	0.0	1131
Thaps_24250	Throt978	68.63	51	14	2	651	701	1106	960	5e-10	62.8
Thaps_269274	Throt4558	77.52	476	105	1	1	474	439	1866	0.0	 691
Thaps_269274	Throt3872	82.61	368	62	1	109	474	3	1106	0.0	 566
Thaps_269274	Throt9387	61.61	448	168	2	9	452	392	1735	1e-162	 481
Thaps_269274	Throt9776	51.92	468	204	2	14	473	2270	3634	4e-137	 431
Thaps_269274	Throt4559	79.31	232	48	0	1	232	500	1195	5e-113	 344
Thaps_269274	Throt3871	82.59	224	39	0	3	226	157	828	6e-111	 334
Thaps_269274	Throt3873	81.41	156	27	1	321	474	1	468	9e-70	 228
Thaps_269274	Throt9388	54.79	146	64	1	309	452	2	439	1e-33	 129
Thaps_23417	Throt15958	58.10	327	116	3	71	376	404	1384	6e-98	 303
Thaps_23417	Throt13074	27.10	310	206	6	72	365	1152	2069	8e-17	83.2
Thaps_23417	Throt18821	26.97	304	202	6	72	359	724	1623	2e-15	79.0
Thaps_23417	Throt13075	28.06	253	162	6	72	308	624	1370	2e-13	72.0
Thaps_23417	Throt20815	73.33	30	8	0	347	376	2	91	5e-08	51.6
Thaps_25299	Throt11418	81.10	910	163	5	7	909	229	2952	0.0	1538
Thaps_25299	Throt2297	30.02	423	247	13	113	501	910	2133	1e-42	 168
Thaps_25299	Throt2297	42.55	47	27	0	554	600	583	723	6e-05	47.8
Thaps_25299	Throt5354	43.24	185	83	7	650	812	161	715	2e-28	 117
Thaps_25299	Throt16726	26.36	330	194	10	195	485	5	964	1e-26	 115
Thaps_25299	Throt2298	31.93	238	138	7	207	435	611	1279	9e-26	 114
Thaps_25299	Throt4445	43.20	125	67	4	788	909	3	374	1e-25	 106
Thaps_25299	Throt12980	38.68	106	56	4	759	856	422	736	1e-14	76.3
Thaps_25299	Throt12980	75.00	28	7	0	733	760	2	85	4e-06	50.1
Thaps_25299	Throt8972	30.80	224	130	7	659	871	341	970	5e-14	76.3
Thaps_25299	Throt1288	50.59	85	35	2	551	628	130	384	8e-12	67.4
Thaps_25299	Throt2228	35.04	137	74	5	787	909	2	409	3e-11	64.7
Thaps_25299	Throt4209	50.88	57	28	0	554	610	3916	4086	5e-11	67.8
Thaps_25299	Throt234	42.47	73	40	2	558	630	280	492	5e-10	63.9
Thaps_25299	Throt2822	42.11	76	41	2	552	625	541	765	3e-09	60.5
Thaps_25299	Throt19796	27.78	198	112	7	53	226	822	1394	8e-08	57.0
Thaps_25299	Throt19795	28.86	149	83	4	100	226	756	1199	2e-07	55.5
