Thaps_27414	Skcos12040
Thaps_27414	Skcos1268
Thaps_27414	Skcos1359
Thaps_27414	Skcos18919
Thaps_27414	Skcos20575
Thaps_27414	Throt3871
Thaps_27414	Throt3872
Thaps_27414	Throt3873
Thaps_27414	Throt4558
Thaps_27414	Throt4559
Thaps_27414	Throt9387
Thaps_27414	Throt9388
Thaps_27414	Throt9776
Thaps_23417	Skcos18801
Thaps_23417	Skcos9001
Thaps_23417	Skcos9292
Thaps_23417	Throt13074
Thaps_23417	Throt13075
Thaps_23417	Throt15958
Thaps_23417	Throt18821
Thaps_23417	Throt20815
Thaps_24250	Skcos20719
Thaps_24250	Throt1879
Thaps_24250	Throt978
Thaps_25299	Skcos11227
Thaps_25299	Skcos11624
Thaps_25299	Skcos11711
Thaps_25299	Skcos13481
Thaps_25299	Skcos14683
Thaps_25299	Skcos15607
Thaps_25299	Skcos1605
Thaps_25299	Skcos18341
Thaps_25299	Skcos19869
Thaps_25299	Skcos21596
Thaps_25299	Skcos2258
Thaps_25299	Skcos25735
Thaps_25299	Skcos4838
Thaps_25299	Skcos506
Thaps_25299	Skcos5951
Thaps_25299	Skcos7144
Thaps_25299	Skcos7824
Thaps_25299	Throt11418
Thaps_25299	Throt1288
Thaps_25299	Throt1289
Thaps_25299	Throt12980
Thaps_25299	Throt13028
Thaps_25299	Throt16726
Thaps_25299	Throt19795
Thaps_25299	Throt19796
Thaps_25299	Throt2228
Thaps_25299	Throt2297
Thaps_25299	Throt2298
Thaps_25299	Throt234
Thaps_25299	Throt2822
Thaps_25299	Throt4209
Thaps_25299	Throt4445
Thaps_25299	Throt5354
Thaps_25299	Throt8456
Thaps_25299	Throt8972
Thaps_264305	Skcos18801
Thaps_264305	Skcos9001
Thaps_264305	Skcos9292
Thaps_264305	Throt13074
Thaps_264305	Throt13075
Thaps_264305	Throt15958
Thaps_264305	Throt18821
Thaps_269274	Skcos12040
Thaps_269274	Skcos1268
Thaps_269274	Skcos1359
Thaps_269274	Skcos18919
Thaps_269274	Skcos20575
Thaps_269274	Throt3871
Thaps_269274	Throt3872
Thaps_269274	Throt3873
Thaps_269274	Throt4558
Thaps_269274	Throt4559
Thaps_269274	Throt9387
Thaps_269274	Throt9388
Thaps_269274	Throt9776
Thaps_39592	Skcos12040
Thaps_39592	Skcos1268
Thaps_39592	Skcos1359
Thaps_39592	Skcos18919
Thaps_39592	Skcos20575
Thaps_39592	Throt3871
Thaps_39592	Throt3872
Thaps_39592	Throt3873
Thaps_39592	Throt4558
Thaps_39592	Throt4559
Thaps_39592	Throt9387
Thaps_39592	Throt9388
Thaps_39592	Throt9776
